4301_5715_7453.txt (4059.18367347, 0.0) (4218.36734694, 0.0) (4116.32653061, 0.0) (4218.36734694, 0.0, (-1000000.0, 30.0))
6236_8788_2119.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4105.10204082, 0.0) (4218.36734694, 0.0, (-1000000.0, 50.0))
5933_8328_3852.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (3993.87755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 30.0))
1893_2865_1875.txt (2650.0, 0.0) (2779.59183673, 0.005) (2520.40816327, 0.0) (2729.59183673, 0.0, (-1000000.0, 20.0))
3209_4474_6650.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4145.91836735, 0.0) (4218.36734694, 0.0, (-1000000.0, 50.0))
253_431_5367.txt (3451.02040816, 0.0) (3897.95918367, 0.001) (3319.3877551, 0.0) (3839.79591837, 0.0, (-1000000.0, 10.0))
2683_3926_3128.txt (3565.30612245, 0.0) (4129.59183673, 0.011) (3618.36734694, 0.0) (4059.18367347, 0.0, (-1000000.0, 10.0))
4008_5514_584.txt (4159.18367347, 0.0) (4218.36734694, 0.0) (3993.87755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 10.0))
3267_4827_704.txt (4188.7755102, 0.001) (4218.36734694, 0.001) (3855.10204082, 0.0) (4109.18367347, 0.0, (-1000000.0, 30.0))
1579_2243_2691.txt (2389.79591837, 0.0) (2638.7755102, 0.02) (2277.55102041, 0.0) (2541.83673469, 0.0, (-1000000.0, 20.0))
352_31_7012.txt (3929.59183673, 0.0) (4218.36734694, 0.0) (3870.40816327, 0.0) (4218.36734694, 0.0, (-1000000.0, 40.0))
1531_2001_1890.txt (1967.34693878, 0.0) (2098.97959184, 0.0) (1882.65306122, 0.0) (2098.97959184, 0.0, (-1000000.0, 0.0))
2415_3189_5295.txt (4003.06122449, 0.0) (4218.36734694, 0.0) (3986.73469388, 0.0) (4218.36734694, 0.0, (-1000000.0, 10.0))
263_89_5020.txt (2993.87755102, 0.003) (3727.55102041, 0.044) (3085.71428571, 0.002) (3328.57142857, 0.002, (-1000000.0, 50.0))
5831_8224_1241.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4188.7755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 80.0))
1427_1675_7473.txt (4116.32653061, 0.0) (4218.36734694, 0.0) (4159.18367347, 0.0) (4218.36734694, 0.0, (-1000000.0, 80.0))
1014_1009_6307.txt (3676.53061224, 0.0) (4188.7755102, 0.0) (3903.06122449, 0.0) (4188.7755102, 0.0, (-1000000.0, 0.0))
2041_2796_5093.txt (3689.79591837, 0.0) (3964.28571429, 0.0) (3611.2244898, 0.0) (3964.28571429, 0.0, (-1000000.0, 0.0))
4438_6463_2407.txt (4023.46938776, 0.0) (4218.36734694, 0.0) (4036.73469388, 0.0) (4218.36734694, 0.0, (-1000000.0, 20.0))
2187_3196_906.txt (2865.30612245, 0.0) (2973.46938776, 0.0) (2614.28571429, 0.0) (2973.46938776, 0.0, (-1000000.0, 0.0))
218_290_4569.txt (3248.97959184, 0.02) (3468.36734694, 0.028) (3073.46938776, 0.002) (3148.97959184, 0.002, (-1000000.0, 90.0))
4248_5607_5901.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4188.7755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 80.0))
1855_2783_1230.txt (2431.63265306, 0.009) (2574.48979592, 0.01) (2272.44897959, 0.0) (2503.06122449, 0.0, (-1000000.0, 30.0))
3593_4671_7021.txt (3988.7755102, 0.0) (4218.36734694, 0.0) (4138.7755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 80.0))
5435_7711_943.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4138.7755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 60.0))
1718_2449_5748.txt (4138.7755102, 0.0) (4218.36734694, 0.0) (4027.55102041, 0.0) (4218.36734694, 0.0, (-1000000.0, 30.0))
397_511_511.txt (574.489795918, 0.0) (616.326530612, 0.0) (586.734693878, 0.0) (616.326530612, 0.0, (-1000000.0, 0.0))
2226_3171_1465.txt (2883.67346939, 0.0) (3128.57142857, 0.003) (2654.08163265, 0.0) (3034.69387755, 0.0, (-1000000.0, 10.0))
3011_4213_2942.txt (3651.02040816, 0.0) (3747.95918367, 0.0) (3323.46938776, 0.0) (3747.95918367, 0.0, (-1000000.0, 0.0))
256_439_5398.txt (3501.02040816, 0.004) (4086.73469388, 0.022) (3587.75510204, 0.0) (3587.75510204, 0.0, (-1000000.0, 100.0))
4738_6888_1000.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4138.7755102, 0.0) (4218.36734694, 0.0, (-1000000.0, 60.0))
3161_4156_5949.txt (4057.14285714, 0.0) (4218.36734694, 0.0) (4075.51020408, 0.0) (4218.36734694, 0.0, (-1000000.0, 40.0))
2195_3378_719.txt (3182.65306122, 0.0) (3204.08163265, 0.0) (2839.79591837, 0.0) (3214.28571429, 0.0, (-1000000.0, 10.0))
4136_5741_3610.txt (3962.24489796, 0.0) (4036.73469388, 0.0) (3834.69387755, 0.0) (4066.32653061, 0.0, (-1000000.0, 10.0))
4696_6648_190.txt (4218.36734694, 0.0) (4218.36734694, 0.0) (4105.10204082, 0.0) (4218.36734694, 0.0, (-1000000.0, 50.0))
4642_6143_6952.txt (3900.0, 0.001) (4218.36734694, 0.0) (4036.73469388, 0.0) (4218.36734694, 0.0, (-1000000.0, 30.0))
3178_4177_6422.txt (4109.18367347, 0.0) (4188.7755102, 0.0) (4077.55102041, 0.0) (4188.7755102, 0.0, (-1000000.0, 40.0))
833_1378_2406.txt (2179.59183673, 0.0) (2345.91836735, 0.008) (2204.08163265, 0.0) (2351.02040816, 0.0, (-1000000.0, 40.0))
