sim_out/pensieve-pensvid_mobile_dash_trace_55_10441_out_txt
downloaded	0.3	1	0.0	300	0.25
appended	0.3	1	4.0	300	0.25
downloaded	0.9	2	3.34	750	0.25
appended	0.9	2	7.34	750	0.25
downloaded	2.4	3	5.92	1850	0.25
appended	2.4	3	9.92	1850	0.25
downloaded	3.9	4	8.44	1850	0.25
appended	3.9	4	12.44	1850	0.25
downloaded	5.5	5	10.81	1850	0.25
appended	5.5	5	14.81	1850	0.25
downloaded	6.8	6	13.46	1850	0.25
appended	6.8	6	17.46	1850	0.25
downloaded	8.4	7	15.91	1850	0.25
appended	8.4	7	19.91	1850	0.25
downloaded	10.1	8	18.17	1850	0.25
appended	10.1	8	22.17	1850	0.25
downloaded	13.5	9	18.75	4300	0.25
appended	13.5	9	22.75	4300	0.25
downloaded	17.2	10	19.0	4300	0.25
appended	17.2	10	23.0	4300	0.25
downloaded	20.9	11	19.32	4300	0.25
appended	20.9	11	23.32	4300	0.25
downloaded	24.5	12	19.82	4300	0.25
appended	24.5	12	23.82	4300	0.25
downloaded	28.1	13	20.17	4300	0.25
appended	28.1	13	24.17	4300	0.25
downloaded	31.9	14	20.36	4300	0.25
appended	31.9	14	24.36	4300	0.25
downloaded	35.4	15	20.91	4300	0.25
appended	35.4	15	24.91	4300	0.25
downloaded	39.0	16	21.25	4300	0.25
appended	39.0	16	25.25	4300	0.25
downloaded	43.1	17	21.19	4300	0.25
appended	43.1	17	25.19	4300	0.25
downloaded	46.6	18	21.64	4300	0.25
appended	46.6	18	25.64	4300	0.25
downloaded	50.4	19	21.84	4300	0.25
appended	50.4	19	25.84	4300	0.25
downloaded	54.1	20	22.19	4300	0.25
appended	54.1	20	26.19	4300	0.25
downloaded	57.6	21	22.72	4300	0.25
appended	57.6	21	26.72	4300	0.25
downloaded	61.2	22	23.11	4300	0.25
appended	61.2	22	27.11	4300	0.25
downloaded	64.9	23	23.37	4300	0.25
appended	64.9	23	27.37	4300	0.25
downloaded	68.5	24	23.82	4300	0.25
appended	68.5	24	27.82	4300	0.25
downloaded	72.1	25	24.14	4300	0.25
appended	72.1	25	28.14	4300	0.25
downloaded	75.9	26	24.4	4300	0.25
appended	75.9	26	28.4	4300	0.25
downloaded	80.0	27	24.25	4300	0.25
appended	80.0	27	28.25	4300	0.25
downloaded	83.5	28	24.77	4300	0.25
appended	83.5	28	28.77	4300	0.25
downloaded	87.2	29	25.11	4300	0.25
appended	87.2	29	29.11	4300	0.25
downloaded	90.8	30	25.53	4300	0.25
appended	90.8	30	29.53	4300	0.25
downloaded	94.5	31	25.77	4300	0.25
appended	94.5	31	29.77	4300	0.25
downloaded	98.3	32	26.0	4300	0.25
appended	98.3	32	30.0	4300	0.25
downloaded	102.1	33	26.23	4300	0.25
appended	102.1	33	30.23	4300	0.25
downloaded	106.1	34	26.14	4300	0.25
appended	106.1	34	30.14	4300	0.25
downloaded	110.4	35	25.88	4300	0.25
appended	110.4	35	29.88	4300	0.25
downloaded	114.2	36	26.06	4300	0.25
appended	114.2	36	30.06	4300	0.25
downloaded	117.5	37	26.72	4300	0.25
appended	117.5	37	30.72	4300	0.25
downloaded	121.4	38	26.87	4300	0.25
appended	121.4	38	30.87	4300	0.25
downloaded	125.2	39	27.02	4300	0.25
appended	125.2	39	31.02	4300	0.25
downloaded	129.0	40	27.3	4300	0.25
appended	129.0	40	31.3	4300	0.25
downloaded	132.6	41	27.71	4300	0.25
appended	132.6	41	31.71	4300	0.25
downloaded	136.4	42	27.9	4300	0.25
appended	136.4	42	31.9	4300	0.25
downloaded	140.1	43	28.15	4300	0.25
appended	140.1	43	32.15	4300	0.25
downloaded	144.1	44	28.24	4300	0.25
appended	144.1	44	32.24	4300	0.25
downloaded	147.7	45	28.59	4300	0.25
appended	147.7	45	32.59	4300	0.25
downloaded	151.6	46	28.71	4300	0.25
appended	151.6	46	32.71	4300	0.25
downloaded	155.0	47	29.32	4300	0.25
appended	155.0	47	33.32	4300	0.25
downloaded	158.7	48	29.63	4300	0.25
appended	158.7	48	33.63	4300	0.25
downloaded	161.1	49	28.87	4300	0.25
appended	161.1	49	32.87	4300	0.25
