sim_out/robustmpc_mobile_dash_trace_53_10415_out_txt
downloaded	0.4	1	0.0	300	0.25
appended	0.4	1	4.0	300	0.25
downloaded	2.3	2	2.07	300	0.25
appended	2.3	2	6.07	1850	0.25
downloaded	4.0	3	4.33	1850	0.25
appended	4.0	3	8.33	1850	0.25
downloaded	5.9	4	6.43	1850	0.25
appended	5.9	4	10.43	1850	0.25
downloaded	7.8	5	8.5	1850	0.25
appended	7.8	5	12.5	1850	0.25
downloaded	11.2	6	9.18	1850	0.25
appended	11.2	6	13.18	4300	0.25
downloaded	14.8	7	9.5	4300	0.25
appended	14.8	7	13.5	4300	0.25
downloaded	18.7	8	9.63	4300	0.25
appended	18.7	8	13.63	4300	0.25
downloaded	22.2	9	10.17	4300	0.25
appended	22.2	9	14.17	4300	0.25
downloaded	25.7	10	10.62	4300	0.25
appended	25.7	10	14.62	4300	0.25
downloaded	29.9	11	10.46	4300	0.25
appended	29.9	11	14.46	4300	0.25
downloaded	33.7	12	10.68	4300	0.25
appended	33.7	12	14.68	4300	0.25
downloaded	37.5	13	10.86	4300	0.25
appended	37.5	13	14.86	4300	0.25
downloaded	41.7	14	10.65	4300	0.25
appended	41.7	14	14.65	4300	0.25
downloaded	45.2	15	11.19	4300	0.25
appended	45.2	15	15.19	4300	0.25
downloaded	48.9	16	11.48	4300	0.25
appended	48.9	16	15.48	4300	0.25
downloaded	53.0	17	11.38	4300	0.25
appended	53.0	17	15.38	4300	0.25
downloaded	56.7	18	11.69	4300	0.25
appended	56.7	18	15.69	4300	0.25
downloaded	60.4	19	11.94	4300	0.25
appended	60.4	19	15.94	4300	0.25
downloaded	64.2	20	12.19	4300	0.25
appended	64.2	20	16.19	4300	0.25
downloaded	67.7	21	12.64	4300	0.25
appended	67.7	21	16.64	4300	0.25
downloaded	71.5	22	12.82	4300	0.25
appended	71.5	22	16.82	4300	0.25
downloaded	75.5	23	12.79	4300	0.25
appended	75.5	23	16.79	4300	0.25
downloaded	80.4	24	11.98	4300	0.25
appended	80.4	24	15.98	4300	0.25
downloaded	84.7	25	11.69	4300	0.25
appended	84.7	25	15.69	4300	0.25
downloaded	90.3	26	10.07	4300	0.25
appended	90.3	26	14.07	4300	0.25
downloaded	96.5	27	7.79	4300	0.25
appended	96.5	27	11.79	4300	0.25
downloaded	101.2	28	7.12	4300	0.25
appended	101.2	28	11.12	4300	0.25
downloaded	105.9	29	6.48	4300	0.25
appended	105.9	29	10.48	4300	0.25
downloaded	109.7	30	6.64	4300	0.25
appended	109.7	30	10.64	4300	0.25
downloaded	113.6	31	6.75	4300	0.25
appended	113.6	31	10.75	4300	0.25
downloaded	117.5	32	6.87	4300	0.25
appended	117.5	32	10.87	4300	0.25
downloaded	121.4	33	6.94	4300	0.25
appended	121.4	33	10.94	4300	0.25
downloaded	125.4	34	6.96	4300	0.25
appended	125.4	34	10.96	4300	0.25
downloaded	129.7	35	6.69	4300	0.25
appended	129.7	35	10.69	4300	0.25
downloaded	133.4	36	7.0	4300	0.25
appended	133.4	36	11.0	4300	0.25
downloaded	136.7	37	7.63	4300	0.25
appended	136.7	37	11.63	4300	0.25
downloaded	140.8	38	7.5	4300	0.25
appended	140.8	38	11.5	4300	0.25
downloaded	144.9	39	7.46	4300	0.25
appended	144.9	39	11.46	4300	0.25
downloaded	148.6	40	7.77	4300	0.25
appended	148.6	40	11.77	4300	0.25
downloaded	152.8	41	7.5	4300	0.25
appended	152.8	41	11.5	4300	0.25
downloaded	158.0	42	6.33	4300	0.25
appended	158.0	42	10.33	4300	0.25
downloaded	162.4	43	5.95	4300	0.25
appended	162.4	43	9.95	4300	0.25
downloaded	167.8	44	4.5	4300	0.25
appended	167.8	44	8.5	4300	0.25
downloaded	171.7	45	4.67	4300	0.25
appended	171.7	45	8.67	4300	0.25
downloaded	175.8	46	4.59	4300	0.25
appended	175.8	46	8.59	4300	0.25
downloaded	179.2	47	5.16	4300	0.25
appended	179.2	47	9.16	4300	0.25
downloaded	182.9	48	5.48	4300	0.25
appended	182.9	48	9.48	4300	0.25
downloaded	185.3	49	4.68	4300	0.25
appended	185.3	49	8.68	4300	0.25
