2813.607150 1471.758449 
1732.261223 898.776162 
2324.557386 1149.424915 
2537.976332 1085.923593 
1940.738173 1153.835992 
3594.711652 1484.803521 
1808.361534 1019.702496 
1133.695009 917.391921 
1544.767158 843.218433 
1807.457427 856.664173 
1620.418911 813.788187 
1002.104815 843.204281 
1778.816977 951.543613 
1852.377763 990.819584 
1919.902338 981.521679 
2020.781512 1156.984429 
1716.562031 866.096690 
1329.700896 845.315890 
1666.212706 1077.670334 
1927.375155 1045.745904 
1779.821028 1012.533964 
1518.044344 843.199130 
1699.540443 1180.365456 
1936.231926 1342.646303 
2368.677797 1313.054265 
1673.762027 963.826695 
1820.061149 1084.035437 
1963.069081 1606.979038 
126.156756 54.268887 
1778.334724 981.036006 
2079.255021 1307.069846 
1451.712793 403.003501 
859.783306 623.265496 
982.550590 647.342230 
743.459739 580.971028 
733.325330 713.066768 
1207.323513 586.193891 
1056.002956 614.947607 
955.198432 626.016454 
832.467428 479.837918 
659.621003 404.952470 
734.243513 470.678544 
736.817318 442.740571 
838.699937 575.840165 
1133.886781 556.719028 
794.245383 390.879782 
724.354953 465.240773 
3337.401108 885.480052 
2159.970764 679.334728 
1941.383525 1160.987312 
2527.804414 1490.218282 
2666.600195 1395.198668 
2915.279725 1210.539443 
4556.039755 479.411636 
4586.127029 432.211876 
2251.527820 484.618871 
2297.594576 817.689617 
1873.576548 576.827446 
2126.329908 451.408352 
2253.069919 1202.409260 
2114.463278 619.757086 
2192.248965 710.683624 
1540.337826 812.201379 
1592.052816 559.028749 
2576.657048 999.593798 
1621.577875 740.581805 
2384.085335 972.108038 
3358.492397 974.754930 
2778.832440 756.761987 
2752.000209 764.686480 
1988.897003 1004.766827 
1611.158196 646.944626 
1309.357477 466.440638 
2275.779309 906.398091 
1138.970616 420.818927 
2026.716361 730.284032 
2032.375319 724.803980 
1372.802148 484.554963 
1536.930596 504.496988 
966.482738 472.988798 
1931.772058 505.459530 
1965.999679 664.339961 
1890.007528 658.261384 
1615.860482 737.377721 
1689.633753 649.901653 
2078.601259 576.947315 
1724.170497 674.722107 
2433.315519 401.756318 
1970.236202 635.231130 
3183.948729 780.230214 
1285.710670 520.144537 
1084.878289 541.383627 
1597.201180 982.065925 
1547.602893 612.218957 
1621.304179 934.547895 
1432.514441 584.005089 
836.475813 483.967018 
1808.868184 725.105239 
2448.897879 574.082034 
1727.941729 682.218460 
1520.337929 554.095138 
1435.317158 557.939775 
1509.388934 505.391088 
1056.255657 369.580313 
1442.151983 569.541755 
1275.988957 450.399174 
1208.363778 500.578265 
1462.051156 430.419399 
789.745476 275.845949 
1030.718452 340.362025 
998.347457 317.257501 
912.374288 304.628903 
1585.869276 800.515372 
2087.317051 609.508765 
2040.555835 907.407504 
2063.253206 980.188425 
2406.472157 1166.326904 
1464.729724 526.714015 
2390.043702 1042.369390 
2157.635563 779.429393 
2163.217309 802.631329 
2352.633465 658.491626 
1819.694172 634.728656 
794.422915 289.144675 
1687.908421 621.320516 
1676.243101 643.193153 
989.454117 498.608298 
1694.348245 695.707432 
1617.071695 602.690803 
1085.027700 396.214830 
1069.026319 395.745111 
1295.808720 589.795670 
1047.483216 290.083436 
677.280540 255.695360 
1050.709631 331.873405 
803.836197 272.383634 
990.589256 226.317662 
941.998544 185.122306 
1074.954168 414.021874 
723.632012 275.880028 
824.603289 254.232843 
872.760388 310.037782 
962.623830 340.153903 
1141.484240 459.522797 
701.548539 266.995319 
1027.251934 362.108501 
794.619992 227.595182 
