old_em_out/hyb_desktop_dash_trace_223_2920_out_txt
downloaded	1.7	1	0.0	300	0.25	0.86110597987
appended	1.7	1	4.0	300	0.25	0.86110597987
downloaded	3.2	2	2.48	300	0.25	0.873431578947
appended	3.2	2	6.48	300	0.25	0.873431578947
downloaded	4.6	3	5.12	300	0.25	0.870027993779
appended	4.6	3	9.12	300	0.25	0.870027993779
downloaded	6.0	4	7.68	300	0.25	0.873213483146
appended	6.0	4	11.68	300	0.25	0.873213483146
downloaded	7.6	5	10.1	300	0.25	0.871109926716
appended	7.6	5	14.1	300	0.25	0.871109926716
downloaded	8.9	6	12.84	300	0.25	0.871710094909
appended	8.9	6	16.84	300	0.25	0.871710094909
downloaded	10.1	7	15.6	300	0.25	1.01603976802
appended	10.1	7	19.6	300	0.25	1.01603976802
downloaded	11.4	8	18.32	300	0.25	1.18466098807
appended	11.4	8	22.32	300	0.25	1.18466098807
downloaded	13.9	9	19.75	300	0.25	1.18876447264
appended	13.9	9	23.75	750	0.25	1.18876447264
downloaded	17.6	10	20.07	750	0.25	1.23835716257
appended	17.6	10	24.07	1200	0.25	1.23835716257
downloaded	21.3	11	20.4	1200	0.25	1.34830188679
appended	21.3	11	24.4	1200	0.25	1.34830188679
downloaded	24.1	12	21.64	1200	0.25	1.79141500188
appended	24.1	12	25.64	1200	0.25	1.79141500188
downloaded	26.4	13	23.25	1200	0.25	2.12702555366
appended	26.4	13	27.25	1200	0.25	2.12702555366
downloaded	29.8	14	23.92	1200	0.25	1.67753752288
appended	29.8	14	27.92	1200	0.25	1.67753752288
downloaded	33.3	15	24.36	1200	0.25	1.85417433004
appended	33.3	15	28.36	1850	0.25	1.85417433004
downloaded	38.5	16	23.15	1850	0.25	1.43377208309
appended	38.5	16	27.15	1850	0.25	1.43377208309
downloaded	45.2	17	20.47	1850	0.25	1.16663026097
appended	45.2	17	24.47	1850	0.25	1.16663026097
downloaded	51.0	18	18.74	1850	0.25	1.25233510074
appended	51.0	18	22.74	1850	0.25	1.25233510074
downloaded	56.0	19	17.71	1850	0.25	1.02559807461
appended	56.0	19	21.71	1200	0.25	1.02559807461
downloaded	61.3	20	16.42	1200	0.25	0.906490055995
appended	61.3	20	20.42	1200	0.25	0.906490055995
downloaded	65.5	21	16.24	1200	0.25	0.743572871573
appended	65.5	21	20.24	750	0.25	0.743572871573
downloaded	69.8	22	15.89	750	0.25	0.741402549247
appended	69.8	22	19.89	750	0.25	0.741402549247
downloaded	74.0	23	15.73	750	0.25	0.789495088409
appended	74.0	23	19.73	750	0.25	0.789495088409
downloaded	77.4	24	16.25	750	0.25	0.800465657742
appended	77.4	24	20.25	750	0.25	0.800465657742
downloaded	81.1	25	16.59	750	0.25	0.799340366463
appended	81.1	25	20.59	750	0.25	0.799340366463
downloaded	85.4	26	16.25	750	0.25	0.72410011919
appended	85.4	26	20.25	750	0.25	0.72410011919
downloaded	87.5	27	18.16	750	0.25	0.714387825233
appended	87.5	27	22.16	300	0.25	0.714387825233
downloaded	90.7	28	19.01	300	0.25	0.717844264943
appended	90.7	28	23.01	750	0.25	0.717844264943
downloaded	94.3	29	19.37	750	0.25	0.96104650465
appended	94.3	29	23.37	750	0.25	0.96104650465
downloaded	97.1	30	20.61	750	0.25	1.19376453055
appended	97.1	30	24.61	750	0.25	1.19376453055
downloaded	99.6	31	22.05	750	0.25	1.19855457967
appended	99.6	31	26.05	750	0.25	1.19855457967
downloaded	102.8	32	22.86	750	0.25	1.02646666667
appended	102.8	32	26.86	750	0.25	1.02646666667
downloaded	107.4	33	22.25	750	0.25	1.0317351578
appended	107.4	33	26.25	1200	0.25	1.0317351578
downloaded	113.0	34	20.73	1200	0.25	0.979541750411
appended	113.0	34	24.73	1200	0.25	0.979541750411
downloaded	116.3	35	21.44	1200	0.25	0.98215610652
appended	116.3	35	25.44	750	0.25	0.98215610652
downloaded	123.5	36	18.16	750	0.25	0.661211485367
appended	123.5	36	22.16	1200	0.25	0.661211485367
downloaded	127.6	37	18.05	1200	0.25	0.643253693964
appended	127.6	37	22.05	750	0.25	0.643253693964
downloaded	132.3	38	17.42	750	0.25	0.660392694064
appended	132.3	38	21.42	750	0.25	0.660392694064
downloaded	136.8	39	16.94	750	0.25	0.678309278351
appended	136.8	39	20.94	750	0.25	0.678309278351
downloaded	138.6	40	19.14	750	0.25	0.681777272727
appended	138.6	40	23.14	300	0.25	0.681777272727
downloaded	142.7	41	19.04	300	0.25	0.681827331031
appended	142.7	41	23.04	750	0.25	0.681827331031
downloaded	145.5	42	20.18	750	0.25	1.08809338521
appended	145.5	42	24.18	750	0.25	1.08809338521
downloaded	148.3	43	21.37	750	0.25	1.08799122807
appended	148.3	43	25.37	750	0.25	1.08799122807
downloaded	151.2	44	22.53	750	0.25	1.26305763689
appended	151.2	44	26.53	750	0.25	1.26305763689
downloaded	152.7	45	24.98	750	0.25	2.09855095332
appended	152.7	45	28.98	750	0.25	2.09855095332
downloaded	155.4	46	26.25	750	0.25	1.94343400533
appended	155.4	46	30.25	1200	0.25	1.94343400533
downloaded	159.8	47	25.85	1200	0.25	1.53271217712
appended	159.8	47	29.85	1850	0.25	1.53271217712
downloaded	164.5	48	25.19	1850	0.25	1.47034961998
appended	164.5	48	29.19	1850	0.25	1.47034961998
downloaded	169.3	49	22.08	1850	0.25	1.51971294319
appended	169.3	49	26.08	2850	0.25	1.51971294319
