0.0	2922.53229974
774.0	2922.53229974
795.0	2934.17721519
1348.0	2934.17721519
1393.0	2946.40700219
2307.0	2946.40700219
2396.0	2942.19382322
4274.0	2942.19382322
4297.0	2913.10989412
7036.0	2913.10989412
7096.0	2805.59887798
9948.0	2805.59887798
9996.0	3195.22325394
12473.0	3195.22325394
12492.0	3621.83555018
15800.0	3621.83555018
15899.0	3636.89206349
18419.0	3636.89206349
18499.0	3552.5112782
20095.0	3552.5112782
20195.0	3469.84291188
22283.0	3469.84291188
22592.0	3463.12238601
25509.0	3463.12238601
25592.0	3094.5799458
30020.0	3094.5799458
30095.0	3587.80301905
34136.0	3587.80301905
34196.0	4019.63128003
36485.0	4019.63128003
36592.0	4088.94447037
38735.0	4088.94447037
38793.0	3626.02042092
43592.0	3626.02042092
43697.0	3763.74906086
49021.0	3763.74906086
49098.0	4134.7810478
53889.0	4134.7810478
53990.0	3718.30860534
59382.0	3718.30860534
59695.0	4198.57113014
64482.0	4198.57113014
64592.0	4258.17912814
68377.0	4258.17912814
68497.0	3614.78566203
73965.0	3614.78566203
73990.0	3591.11708081
78457.0	3591.11708081
78497.0	3507.26035118
83110.0	3507.26035118
83188.0	3497.82942337
87749.0	3497.82942337
87791.0	3618.6125908
91095.0	3618.6125908
91191.0	4413.60409058
93929.0	4413.60409058
93991.0	4412.56735254
97636.0	4412.56735254
97890.0	4303.55893536
101572.0	4303.55893536
101690.0	4233.24235294
105515.0	4233.24235294
105593.0	4151.83069688
110271.0	4151.83069688
110394.0	3950.93853659
114494.0	3950.93853659
114592.0	4025.16912695
119334.0	4025.16912695
119391.0	4257.20710059
123109.0	4257.20710059
123190.0	4261.12444131
127441.0	4261.12444131
127490.0	4267.94886598
129915.0	4267.94886598
129997.0	4273.92258499
132968.0	4273.92258499
133087.0	4136.8164082
137085.0	4136.8164082
137397.0	3480.82102822
142571.0	3480.82102822
142587.0	3477.44432145
147104.0	3477.44432145
147195.0	4348.33711507
150897.0	4348.33711507
150997.0	4405.66157462
154401.0	4405.66157462
154487.0	4004.46705426
158615.0	4004.46705426
158688.0	3636.69374104
162874.0	3636.69374104
162992.0	3631.38002407
167147.0	3631.38002407
167189.0	3586.40498442
171683.0	3586.40498442
171793.0	3594.14279379
176303.0	3594.14279379
176391.0	3638.79745223
179531.0	3638.79745223
179587.0	3676.59478152
182768.0	3676.59478152
182787.0	3673.02423411
187161.0	3673.02423411
187185.0	3752.64958917
191323.0	3752.64958917
191388.0	3792.97136038
194740.0	3792.97136038
194788.0	3796.1664458
198561.0	3796.1664458
198588.0	3589.86385595
203142.0	3589.86385595
203192.0	3588.1984664
207626.0	3588.1984664
207689.0	3586.5733882
212063.0	3586.5733882
212192.0	3592.01218769
215474.0	3592.01218769
215590.0	3586.71013634
218964.0	3586.71013634
218986.0	3890.11612903
222861.0	3890.11612903
222887.0	4038.3783479
226434.0	4038.3783479
226686.0	4070.98264698
230547.0	4070.98264698
230595.0	4439.69862243
234152.0	4439.69862243
234185.0	4454.61983003
237715.0	4454.61983003
237793.0	4431.53603977
241414.0	4431.53603977
241486.0	4424.93596277
245999.0	4424.93596277
246083.0	4381.90268829
250584.0	4381.90268829
250684.0	4352.64362851
254388.0	4352.64362851
254486.0	4227.67268863
259191.0	4227.67268863
259283.0	4082.52631579
263254.0	4082.52631579
263482.0	4137.54262948
267247.0	4137.54262948
267283.0	4376.5253078
270938.0	4376.5253078
270983.0	4373.9571193
274621.0	4373.9571193
274683.0	3489.51422899
279216.0	3489.51422899
279284.0	3279.84990922
284241.0	3279.84990922
284283.0	3709.4373637
288410.0	3709.4373637
288487.0	4264.24654623
291310.0	4264.24654623
291386.0	4253.27291886
295182.0	4253.27291886
295283.0	2920.01886792
300795.0	2920.01886792
300887.0	2916.75626424
305277.0	2916.75626424
305382.0	2914.15183673
307832.0	2914.15183673
307886.0	2924.74248927
309750.0	2924.74248927
309783.0	2923.81795818
311409.0	2923.81795818
311488.0	2926.82238164
314973.0	2926.82238164
315281.0	2910.74890724
319399.0	2910.74890724
319482.0	3620.08883405
322724.0	3620.08883405
322781.0	3620.85463941
327232.0	3620.85463941
327480.0	3462.97983527
331001.0	3462.97983527
331080.0	3459.11926606
332606.0	3459.11926606
332681.0	3107.23242559
334260.0	3107.23242559
334284.0	2766.73490512
336023.0	2766.73490512
336081.0	3572.6562732
337428.0	3572.6562732
337482.0	3574.56106588
338833.0	3574.56106588
338882.0	3562.42441054
340324.0	3562.42441054
340386.0	3911.58254445
344717.0	3911.58254445
344787.0	3820.37976783
349611.0	3820.37976783
349879.0	3488.66360575
353146.0	3488.66360575
353189.0	3601.60799001
354791.0	3601.60799001
354880.0	4069.25858124
356628.0	4069.25858124
356680.0	4145.99920096
361686.0	4145.99920096
361788.0	3990.28266228
366656.0	3990.28266228
366680.0	4061.52700789
371623.0	4061.52700789
371680.0	4291.01522401
376278.0	4291.01522401
376383.0	3610.97426669
381940.0	3610.97426669
381981.0	3581.10290987
387617.0	3581.10290987
387879.0	3499.50967742
393769.0	3499.50967742
393882.0	3501.16241611
396862.0	3501.16241611
396880.0	3551.11111111
397879.0	3551.11111111
397984.0	4196.95193978
399711.0	4196.95193978
399786.0	4384.23783784
400156.0	4384.23783784
400184.0	4401.71707317
400594.0	4401.71707317
400682.0	4389.08527132
401069.0	4389.08527132
401078.0	3485.17647059
401095.0	3485.17647059
401283.0	3142.66666667
401289.0	3142.66666667
