sim_out/robustmpc_desktop_dash_trace_185_1854_out_txt
downloaded	0.5	1	0.0	300	34.0373110302	2.88001584158
appended	0.5	1	4.0	300	34.0373110302	2.88001584158
downloaded	1.1	2	3.44	300	34.0373110302	2.89451162791
appended	1.1	2	7.44	300	34.0373110302	2.89451162791
downloaded	4.7	3	3.75	300	34.0373110302	2.90940564719
appended	4.7	3	7.75	2850	34.0373110302	2.90940564719
downloaded	5.3	4	7.24	2850	34.0373110302	2.90527102804
appended	5.3	4	11.24	300	34.0373110302	2.90527102804
downloaded	9.1	5	7.36	300	31.2966242732	3.09930649829
appended	9.1	5	11.36	2850	31.2966242732	3.09930649829
downloaded	12.2	6	8.25	2850	23.0897462731	3.30100438153
appended	12.2	6	12.25	2850	23.0897462731	3.30100438153
downloaded	14.7	7	9.83	2850	15.6570866341	3.13462570316
appended	14.7	7	13.83	1850	15.6570866341	3.13462570316
downloaded	20.5	8	8.02	1850	14.090408456	3.19132137258
appended	20.5	8	12.02	4300	14.090408456	3.19132137258
downloaded	22.8	9	9.67	4300	10.8379671731	2.97283834423
appended	22.8	9	13.67	1850	10.8379671731	2.97283834423
downloaded	28.2	10	8.25	1850	45.6709390465	2.15650829563
appended	28.2	10	12.25	2850	45.6709390465	2.15650829563
downloaded	29.8	11	10.68	2850	49.605523697	1.9041509434
appended	29.8	11	14.68	750	49.605523697	1.9041509434
rebuf_start	44.2	11	0	750	49.605523697	1.9041509434
downloaded	49.9	12	0.32	750	204.49981304	0.843553638598
appended	49.9	12	4.32	4300	204.49981304	0.843553638598
downloaded	50.9	13	3.28	4300	204.49981304	1.32437487127
appended	50.9	13	7.28	300	204.49981304	1.32437487127
downloaded	52.1	14	6.07	300	204.49981304	1.31964036697
appended	52.1	14	10.07	300	204.49981304	1.31964036697
downloaded	53.1	15	9.03	300	204.49981304	1.32435933806
appended	53.1	15	13.03	300	204.49981304	1.32435933806
downloaded	54.1	16	12.12	300	204.49981304	1.32198805257
appended	54.1	16	16.12	300	204.49981304	1.32198805257
downloaded	55.0	17	15.2	300	30.8315737837	1.32878703704
appended	55.0	17	19.2	300	30.8315737837	1.32878703704
downloaded	55.8	18	18.38	300	24.5411309069	1.73871284271
appended	55.8	18	22.38	300	24.5411309069	1.73871284271
downloaded	56.4	19	21.84	300	55.1991917179	3.12045283019
appended	56.4	19	25.84	300	55.1991917179	3.12045283019
downloaded	61.8	20	20.4	300	55.1991917179	1.99373251259
appended	61.8	20	24.4	2850	55.1991917179	1.99373251259
downloaded	76.0	21	10.19	2850	55.1991917179	1.16019793814
appended	76.0	21	14.19	4300	55.1991917179	1.16019793814
downloaded	77.4	22	12.82	4300	60.5371155313	1.0264195122
appended	77.4	22	16.82	300	60.5371155313	1.0264195122
downloaded	78.7	23	15.45	300	60.5371155313	1.02614710485
appended	78.7	23	19.45	300	60.5371155313	1.02614710485
downloaded	83.1	24	15.14	300	60.5371155313	1.01810196822
appended	83.1	24	19.14	1200	60.5371155313	1.01810196822
downloaded	86.7	25	15.55	1200	60.5371155313	0.82075940707
appended	86.7	25	19.55	750	60.5371155313	0.82075940707
downloaded	88.3	26	17.92	750	60.5371155313	0.804904575163
appended	88.3	26	21.92	300	60.5371155313	0.804904575163
downloaded	90.2	27	20.05	300	49.3783291462	0.803982320442
appended	90.2	27	24.05	300	49.3783291462	0.803982320442
downloaded	99.9	28	14.3	300	42.4480306739	0.961255050505
appended	99.9	28	18.3	2850	42.4480306739	0.961255050505
downloaded	101.2	29	16.95	2850	42.4480306739	1.06485268631
appended	101.2	29	20.95	300	42.4480306739	1.06485268631
downloaded	102.8	30	19.43	300	22.2958655789	0.927085536547
appended	102.8	30	23.43	300	22.2958655789	0.927085536547
downloaded	114.8	31	11.42	300	18.856211003	0.899832941966
appended	114.8	31	15.42	2850	18.856211003	0.899832941966
downloaded	115.4	32	14.73	2850	58.7523431915	2.22205291005
appended	115.4	32	18.73	300	58.7523431915	2.22205291005
downloaded	120.2	33	13.95	300	58.7523431915	2.31655607676
appended	120.2	33	17.95	2850	58.7523431915	2.31655607676
downloaded	122.5	34	15.65	2850	58.7523431915	2.42580633484
appended	122.5	34	19.65	1200	58.7523431915	2.42580633484
downloaded	123.2	35	18.95	1200	58.7523431915	2.41519191919
appended	123.2	35	22.95	300	58.7523431915	2.41519191919
downloaded	124.5	36	21.63	300	58.7523431915	2.42229519071
appended	124.5	36	25.63	750	58.7523431915	2.42229519071
downloaded	127.4	37	22.8	750	52.7996932431	2.11369916636
appended	127.4	37	26.8	1850	52.7996932431	2.11369916636
downloaded	129.0	38	25.16	1850	48.080573103	1.91938951559
appended	129.0	38	29.16	750	48.080573103	1.91938951559
downloaded	134.2	39	23.95	750	41.1992011656	2.24005963123
appended	134.2	39	27.95	2850	41.1992011656	2.24005963123
downloaded	138.2	40	23.95	2850	26.8002512472	2.89953372965
appended	138.2	40	27.95	2850	26.8002512472	2.89953372965
downloaded	140.3	41	25.86	2850	33.9580857967	3.44413239719
appended	140.3	41	29.86	1850	33.9580857967	3.44413239719
downloaded	144.1	42	26.14	1850	33.9580857967	3.37245155948
appended	144.1	42	30.14	2850	33.9580857967	3.37245155948
downloaded	152.6	43	21.59	2850	33.9580857967	2.00418229044
appended	152.6	43	25.59	4300	33.9580857967	2.00418229044
downloaded	158.7	44	19.52	4300	33.9580857967	2.13951137321
appended	158.7	44	23.52	2850	33.9580857967	2.13951137321
downloaded	163.8	45	18.4	2850	33.9580857967	2.31288099467
appended	163.8	45	22.4	2850	33.9580857967	2.31288099467
downloaded	172.3	46	13.86	2850	31.953982819	2.13749381541
appended	172.3	46	17.86	4300	31.953982819	2.13749381541
downloaded	179.1	47	11.03	4300	31.953982819	2.33712498138
appended	179.1	47	15.03	4300	31.953982819	2.33712498138
downloaded	189.4	48	4.79	4300	28.854009051	1.69269474718
appended	189.4	48	8.79	4300	28.854009051	1.69269474718
downloaded	193.8	49	2.12	4300	28.854009051	2.70693037527
appended	193.8	49	6.12	4300	28.854009051	2.70693037527
