sim_out/robustmpc_mobile_dash_trace_235_11964_out_txt
downloaded	1.1	1	0.0	300	0.0	1.28822674934
appended	1.1	1	4.0	300	0.0	1.28822674934
rebuf_start	4.7	1	0	300	0.0	1.28822674934
downloaded	5.0	2	0.44	300	1.18952818541	1.30018510638
appended	5.0	2	4.44	1200	1.18952818541	1.30018510638
downloaded	8.6	3	0.8	1200	1.18952818541	1.30265412033
appended	8.6	3	4.8	1200	1.18952818541	1.30265412033
rebuf_start	13.1	3	0	1200	1.18952818541	1.30265412033
downloaded	13.2	4	0.31	1200	19.0305105377	1.1012810341
appended	13.2	4	4.31	1200	19.0305105377	1.1012810341
downloaded	16.1	5	1.45	1200	19.0305105377	1.1912040521
appended	16.1	5	5.45	750	19.0305105377	1.1912040521
downloaded	17.8	6	3.76	750	23.7322108678	1.61094310999
appended	17.8	6	7.76	750	23.7322108678	1.61094310999
downloaded	20.7	7	4.89	750	23.7322108678	1.62896991664
appended	20.7	7	8.89	1200	23.7322108678	1.62896991664
downloaded	24.3	8	5.25	1200	23.7322108678	1.62411216023
appended	24.3	8	9.25	1200	23.7322108678	1.62411216023
downloaded	28.7	9	4.91	1200	25.7407018672	1.11161035876
appended	28.7	9	8.91	1200	25.7407018672	1.11161035876
downloaded	32.5	10	5.04	1200	25.7407018672	1.1828547324
appended	32.5	10	9.04	1200	25.7407018672	1.1828547324
downloaded	35.7	11	5.88	1200	25.7407018672	1.59111984283
appended	35.7	11	9.88	1200	25.7407018672	1.59111984283
downloaded	39.0	12	6.61	1200	25.7407018672	1.59377062374
appended	39.0	12	10.61	1200	25.7407018672	1.59377062374
downloaded	42.0	13	7.61	1200	25.7407018672	1.71094758479
appended	42.0	13	11.61	1200	25.7407018672	1.71094758479
downloaded	45.6	14	8.01	1200	19.2698014318	1.55601810979
appended	45.6	14	12.01	1200	19.2698014318	1.55601810979
downloaded	49.1	15	8.52	1200	22.2107527949	1.22975495916
appended	49.1	15	12.52	1200	22.2107527949	1.22975495916
downloaded	53.8	16	7.7	1200	50.7956394205	1.0047015595
appended	53.8	16	11.7	1200	50.7956394205	1.0047015595
rebuf_start	65.2	16	0	1200	50.7956394205	1.0047015595
downloaded	66.6	17	0.39	1200	251.997178094	0.389335015375
appended	66.6	17	4.39	1200	251.997178094	0.389335015375
downloaded	67.8	18	3.25	1200	251.997178094	1.18246123651
appended	67.8	18	7.25	300	251.997178094	1.18246123651
downloaded	69.0	19	6.05	300	251.997178094	1.18026048171
appended	69.0	19	10.05	300	251.997178094	1.18026048171
downloaded	70.1	20	8.91	300	251.997178094	1.05726829268
appended	70.1	20	12.91	300	251.997178094	1.05726829268
downloaded	71.3	21	11.64	300	251.997178094	1.16469806094
appended	71.3	21	15.64	300	251.997178094	1.16469806094
downloaded	72.5	22	14.54	300	32.2455133127	1.20352335558
appended	72.5	22	18.54	300	32.2455133127	1.20352335558
downloaded	75.2	23	15.86	300	32.2455133127	1.27471213323
appended	75.2	23	19.86	750	32.2455133127	1.27471213323
downloaded	77.7	24	17.27	750	32.2455133127	1.09884139033
appended	77.7	24	21.27	750	32.2455133127	1.09884139033
downloaded	80.6	25	18.46	750	32.2455133127	1.0620523792
appended	80.6	25	22.46	750	32.2455133127	1.0620523792
downloaded	83.6	26	19.39	750	32.2455133127	1.02830060934
appended	83.6	26	23.39	750	32.2455133127	1.02830060934
downloaded	87.4	27	19.64	750	19.645956998	0.94591724521
appended	87.4	27	23.64	750	19.645956998	0.94591724521
downloaded	92.0	28	19.07	750	24.3061717514	0.863950343605
appended	92.0	28	23.07	1200	24.3061717514	0.863950343605
downloaded	97.8	29	17.14	1200	24.3061717514	0.861990659056
appended	97.8	29	21.14	1200	24.3061717514	0.861990659056
downloaded	104.4	30	14.58	1200	24.3061717514	0.790080985373
appended	104.4	30	18.58	1200	24.3061717514	0.790080985373
downloaded	109.8	31	13.26	1200	24.3061717514	0.874331481127
appended	109.8	31	17.26	1200	24.3061717514	0.874331481127
downloaded	120.3	32	6.77	1200	82.0045140486	0.476774019985
appended	120.3	32	10.77	1200	82.0045140486	0.476774019985
downloaded	121.8	33	9.14	1200	82.0045140486	0.80324354501
appended	121.8	33	13.14	300	82.0045140486	0.80324354501
downloaded	123.2	34	11.85	300	82.0045140486	1.08330737365
appended	123.2	34	15.85	300	82.0045140486	1.08330737365
downloaded	124.6	35	14.39	300	82.0045140486	1.04412227074
appended	124.6	35	18.39	300	82.0045140486	1.04412227074
downloaded	127.7	36	15.37	300	82.0045140486	1.00456946355
appended	127.7	36	19.37	750	82.0045140486	1.00456946355
downloaded	131.0	37	16.06	750	34.1187116725	0.798418402238
appended	131.0	37	20.06	750	34.1187116725	0.798418402238
downloaded	137.1	38	13.85	750	34.1187116725	0.754997212658
appended	137.1	38	17.85	1200	34.1187116725	0.754997212658
downloaded	147.2	39	7.84	1200	89.6151469915	0.488468406732
appended	147.2	39	11.84	1200	89.6151469915	0.488468406732
downloaded	150.5	40	8.54	1200	89.6151469915	0.971236793039
appended	150.5	40	12.54	750	89.6151469915	0.971236793039
downloaded	152.4	41	10.61	750	89.6151469915	1.48290128755
appended	152.4	41	14.61	750	89.6151469915	1.48290128755
downloaded	154.0	42	13.0	750	89.6151469915	0.87313283884
appended	154.0	42	17.0	300	89.6151469915	0.87313283884
downloaded	162.0	43	9.0	300	428.136216814	0.148343761972
appended	162.0	43	13.0	300	428.136216814	0.148343761972
downloaded	167.8	44	7.26	300	428.136216814	0.247219512195
appended	167.8	44	11.26	300	428.136216814	0.247219512195
downloaded	169.4	45	9.64	300	428.136216814	0.887840531561
appended	169.4	45	13.64	300	428.136216814	0.887840531561
downloaded	171.2	46	11.86	300	428.136216814	0.745784507863
appended	171.2	46	15.86	300	428.136216814	0.745784507863
downloaded	174.3	47	12.75	300	428.136216814	0.363054785479
appended	174.3	47	16.75	300	428.136216814	0.363054785479
downloaded	180.6	48	10.38	300	100.303963593	0.153818477025
appended	180.6	48	14.38	300	100.303963593	0.153818477025
downloaded	181.9	49	10.73	300	100.303963593	0.734390842191
appended	181.9	49	14.73	300	100.303963593	0.734390842191
